Status,Title,URL,LocalFile,FileType,Size,LastModified,DownloadResult,Level,Referrer
"Parsed","Lesson: All About Sockets (The Java&trade; Tutorials &gt; Custom Networking)","http://java.sun.com/docs/books/tutorial/networking/sockets/index.html","../java.sun.com\docs\books\tutorial\networking\sockets\index.html","HTML","11594","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","1","http://java.sun.com/docs/books/tutorial/networking/index.html"
"Parsed","Lesson: All About Datagrams (The Java&trade; Tutorials &gt; Custom Networking)","http://java.sun.com/docs/books/tutorial/networking/datagrams/index.html","../java.sun.com\docs\books\tutorial\networking\datagrams\index.html","HTML","11499","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","1","http://java.sun.com/docs/books/tutorial/networking/index.html"
"Parsed","Lesson: Programmatic Access to Network Parameters (The Java&trade; Tutorials &gt; Custom Networking)","http://java.sun.com/docs/books/tutorial/networking/nifs/index.html","../java.sun.com\docs\books\tutorial\networking\nifs\index.html","HTML","11200","Mon, 04 Dec 2006 19:24:36 GMT","200 OK","1","http://java.sun.com/docs/books/tutorial/networking/index.html"
"Parsed","Lesson: Working With Cookies (The Java&trade; Tutorials &gt; Custom Networking)","http://java.sun.com/docs/books/tutorial/networking/cookies/index.html","../java.sun.com\docs\books\tutorial\networking\cookies\index.html","HTML","11415","Mon, 04 Dec 2006 19:24:57 GMT","200 OK","1","http://java.sun.com/docs/books/tutorial/networking/index.html"
"Parsed","","http://java.sun.com/js/omi/jsc/s_code_remote.js","../java.sun.com\js\omi\jsc\s_code_remote.js","HTML","22334","Wed, 24 Jan 2007 20:34:57 GMT","200 OK","1","http://java.sun.com/docs/books/tutorial/networking/index.html"
"Parsed","What You May Already Know About Networking in Java (The Java&trade; Tutorials &gt;             Custom Networking &gt; Overview of Networking)","http://java.sun.com/docs/books/tutorial/networking/overview/alreadyknow.html","../java.sun.com\docs\books\tutorial\networking\overview\alreadyknow.html","HTML","12810","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","2","http://java.sun.com/docs/books/tutorial/networking/TOC.html"
"Parsed","Networking Basics (The Java&trade; Tutorials &gt;             Custom Networking &gt; Overview of Networking)","http://java.sun.com/docs/books/tutorial/networking/overview/networking.html","../java.sun.com\docs\books\tutorial\networking\overview\networking.html","HTML","17202","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","2","http://java.sun.com/docs/books/tutorial/networking/TOC.html"
"Parsed","What Is a URL? (The Java&trade; Tutorials &gt;             Custom Networking &gt; Working with URLs)","http://java.sun.com/docs/books/tutorial/networking/urls/definition.html","../java.sun.com\docs\books\tutorial\networking\urls\definition.html","HTML","12609","Fri, 10 Nov 2006 00:58:22 GMT","200 OK","2","http://java.sun.com/docs/books/tutorial/networking/TOC.html"
"Parsed","Creating a URL (The Java&trade; Tutorials &gt;             Custom Networking &gt; Working with URLs)","http://java.sun.com/docs/books/tutorial/networking/urls/creatingUrls.html","../java.sun.com\docs\books\tutorial\networking\urls\creatingUrls.html","HTML","17900","Fri, 10 Nov 2006 00:58:22 GMT","200 OK","2","http://java.sun.com/docs/books/tutorial/networking/TOC.html"
"Parsed","Parsing a URL (The Java&trade; Tutorials &gt;             Custom Networking &gt; Working with URLs)","http://java.sun.com/docs/books/tutorial/networking/urls/urlInfo.html","../java.sun.com\docs\books\tutorial\networking\urls\urlInfo.html","HTML","13225","Fri, 10 Nov 2006 00:58:22 GMT","200 OK","2","http://java.sun.com/docs/books/tutorial/networking/TOC.html"
"Parsed","Reading Directly from a URL (The Java&trade; Tutorials &gt;             Custom Networking &gt; Working with URLs)","http://java.sun.com/docs/books/tutorial/networking/urls/readingURL.html","../java.sun.com\docs\books\tutorial\networking\urls\readingURL.html","HTML","11562","Fri, 10 Nov 2006 00:58:22 GMT","200 OK","2","http://java.sun.com/docs/books/tutorial/networking/TOC.html"
"Parsed","Connecting to a URL (The Java&trade; Tutorials &gt;             Custom Networking &gt; Working with URLs)","http://java.sun.com/docs/books/tutorial/networking/urls/connecting.html","../java.sun.com\docs\books\tutorial\networking\urls\connecting.html","HTML","11797","Fri, 10 Nov 2006 00:58:22 GMT","200 OK","2","http://java.sun.com/docs/books/tutorial/networking/TOC.html"
"Parsed","Reading from and Writing to a URLConnection (The Java&trade; Tutorials &gt;             Custom Networking &gt; Working with URLs)","http://java.sun.com/docs/books/tutorial/networking/urls/readingWriting.html","../java.sun.com\docs\books\tutorial\networking\urls\readingWriting.html","HTML","18350","Fri, 10 Nov 2006 00:58:22 GMT","200 OK","2","http://java.sun.com/docs/books/tutorial/networking/TOC.html"
"Parsed","What Is a Socket? (The Java&trade; Tutorials &gt;             Custom Networking &gt; All About Sockets)","http://java.sun.com/docs/books/tutorial/networking/sockets/definition.html","../java.sun.com\docs\books\tutorial\networking\sockets\definition.html","HTML","12949","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","2","http://java.sun.com/docs/books/tutorial/networking/TOC.html"
"Parsed","Reading from and Writing to a Socket (The Java&trade; Tutorials &gt;             Custom Networking &gt; All About Sockets)","http://java.sun.com/docs/books/tutorial/networking/sockets/readingWriting.html","../java.sun.com\docs\books\tutorial\networking\sockets\readingWriting.html","HTML","16442","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","2","http://java.sun.com/docs/books/tutorial/networking/TOC.html"
"Parsed","Writing the Server Side of a Socket (The Java&trade; Tutorials &gt;             Custom Networking &gt; All About Sockets)","http://java.sun.com/docs/books/tutorial/networking/sockets/clientServer.html","../java.sun.com\docs\books\tutorial\networking\sockets\clientServer.html","HTML","26473","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","2","http://java.sun.com/docs/books/tutorial/networking/TOC.html"
"Parsed","What Is a Datagram? (The Java&trade; Tutorials &gt;             Custom Networking &gt; All About Datagrams)","http://java.sun.com/docs/books/tutorial/networking/datagrams/definition.html","../java.sun.com\docs\books\tutorial\networking\datagrams\definition.html","HTML","11464","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","2","http://java.sun.com/docs/books/tutorial/networking/TOC.html"
"Parsed","Writing a Datagram Client and Server (The Java&trade; Tutorials &gt;             Custom Networking &gt; All About Datagrams)","http://java.sun.com/docs/books/tutorial/networking/datagrams/clientServer.html","../java.sun.com\docs\books\tutorial\networking\datagrams\clientServer.html","HTML","22118","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","2","http://java.sun.com/docs/books/tutorial/networking/TOC.html"
"Parsed","Broadcasting to Multiple Recipients (The Java&trade; Tutorials &gt;             Custom Networking &gt; All About Datagrams)","http://java.sun.com/docs/books/tutorial/networking/datagrams/broadcasting.html","../java.sun.com\docs\books\tutorial\networking\datagrams\broadcasting.html","HTML","16287","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","2","http://java.sun.com/docs/books/tutorial/networking/TOC.html"
