Status,Title,URL,LocalFile,FileType,Size,LastModified,DownloadResult,Level,Referrer
"Parsed","Disable the Windows XP Splash Screen","http://www.dougknox.com/xp/tips/xp_splash_disable.htm","../www.dougknox.com\xp\tips\xp_splash_disable.htm","HTML","2013","Sat, 26 Nov 2005 02:16:21 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Parsed","Prevent Windows Messenger from automatically running","http://www.dougknox.com/xp/scripts_desc/xp_messenger_autorun.htm","../www.dougknox.com\xp\scripts_desc\xp_messenger_autorun.htm","HTML","2582","Sat, 26 Nov 2005 02:16:47 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Parsed","To enable Autologon in Windows® XP Home Edition","http://www.dougknox.com/xp/tips/xp_autologon_home.htm","../www.dougknox.com\xp\tips\xp_autologon_home.htm","HTML","2338","Sat, 26 Nov 2005 02:16:29 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Parsed","Protect Your Computer","http://www.dougknox.com/xp/tips/protect_your_pc.htm","../www.dougknox.com\xp\tips\protect_your_pc.htm","HTML","2272","Sat, 26 Nov 2005 02:16:29 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Parsed","To enable Autologon in Windows","http://www.dougknox.com/xp/tips/xp_autologon_pro.htm","../www.dougknox.com\xp\tips\xp_autologon_pro.htm","HTML","2320","Sat, 26 Nov 2005 02:16:29 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Parsed","How do I enable CD burning for Limited accounts","http://www.dougknox.com/xp/tips/limiteduser_cdburning.htm","../www.dougknox.com\xp\tips\limiteduser_cdburning.htm","HTML","2144","Sat, 26 Nov 2005 02:16:29 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Parsed","Windows XP Remote Desktop Web Connection","http://www.dougknox.com/xp/tips/xp_rd_web.htm","../www.dougknox.com\xp\tips\xp_rd_web.htm","HTML","2480","Sat, 26 Nov 2005 02:16:21 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Parsed","Disable CD autoplay, completely, in Windows XP Hom","http://www.dougknox.com/xp/tips/xp_file_security.htm","../www.dougknox.com\xp\tips\xp_file_security.htm","HTML","4143","Sat, 26 Nov 2005 02:16:29 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Parsed","Disable CD autoplay, completely, in Windows XP Hom","http://www.dougknox.com/xp/tips/xp_tweak133_remove.htm","../www.dougknox.com\xp\tips\xp_tweak133_remove.htm","HTML","2825","Sat, 26 Nov 2005 02:16:21 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Parsed","How do I find my IP address?","http://www.dougknox.com/xp/tips/ipconfig.htm","../www.dougknox.com\xp\tips\ipconfig.htm","HTML","2473","Sat, 26 Nov 2005 02:16:29 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Parsed","Rename XP's Desktop Icons","http://www.dougknox.com/xp/tips/xp_rename_icons.htm","../www.dougknox.com\xp\tips\xp_rename_icons.htm","HTML","2735","Sat, 26 Nov 2005 02:16:21 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Parsed","Disable CD autoplay, completely, in Windows XP Hom","http://www.dougknox.com/xp/tips/xp_users_welcome.htm","../www.dougknox.com\xp\tips\xp_users_welcome.htm","HTML","2644","Sat, 26 Nov 2005 02:16:11 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Parsed","Restrict User Logon Hours","http://www.dougknox.com/xp/tips/xp_restrict_users.htm","../www.dougknox.com\xp\tips\xp_restrict_users.htm","HTML","2607","Sat, 26 Nov 2005 02:16:21 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Parsed","Reinstall Internet Explorer","http://www.dougknox.com/xp/tips/xp_ie_reinstall.htm","../www.dougknox.com\xp\tips\xp_ie_reinstall.htm","HTML","2564","Sat, 26 Nov 2005 02:16:22 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Parsed","Backup and Restore Your OE Mail","http://www.dougknox.com/xp/tips/xp_sharing.htm","../www.dougknox.com\xp\tips\xp_sharing.htm","HTML","3619","Sat, 26 Nov 2005 02:16:21 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Parsed","Installing Norton AntiVirus 2001 with Windows XP","http://www.dougknox.com/xp/tips/nav2001.htm","../www.dougknox.com\xp\tips\nav2001.htm","HTML","2369","Sat, 26 Nov 2005 02:16:29 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Parsed","Create A System Restore Point","http://www.dougknox.com/xp/scripts_desc/xp_sysrestorepoint.htm","../www.dougknox.com\xp\scripts_desc\xp_sysrestorepoint.htm","HTML","2761","Sat, 26 Nov 2005 02:16:38 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Parsed","Delete &quot;Undeletable&quot; Files","http://www.dougknox.com/xp/tips/xp_undeletable_file.htm","../www.dougknox.com\xp\tips\xp_undeletable_file.htm","HTML","2298","Sat, 26 Nov 2005 02:16:11 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Parsed","Where did my Desktop Icons go","http://www.dougknox.com/xp/tips/desktop_icons.htm","../www.dougknox.com\xp\tips\desktop_icons.htm","HTML","1561","Sat, 26 Nov 2005 02:16:29 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Parsed","How Do I Do a &quot;Repair Installation&quot;?","http://www.dougknox.com/xp/tips/xp_repair_install.htm","../www.dougknox.com\xp\tips\xp_repair_install.htm","HTML","2516","Sat, 26 Nov 2005 02:16:21 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Parsed","Where is NetMeeting","http://www.dougknox.com/xp/tips/xp_netmeeting.htm","../www.dougknox.com\xp\tips\xp_netmeeting.htm","HTML","1638","Sat, 26 Nov 2005 02:16:22 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Parsed","Disable Windows Messenger","http://www.dougknox.com/xp/tips/xp_messenger.htm","../www.dougknox.com\xp\tips\xp_messenger.htm","HTML","2850","Sat, 26 Nov 2005 02:16:22 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Parsed","Remove Windows Messenger","http://www.dougknox.com/xp/tips/xp_messenger_remove.htm","../www.dougknox.com\xp\tips\xp_messenger_remove.htm","HTML","2910","Sat, 26 Nov 2005 02:16:22 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Saved","","http://www.dougknox.com/images/homeblk.gif","../www.dougknox.com\images\homeblk.gif","Images","2126","Sun, 14 Apr 2002 21:54:04 GMT","200 OK","1","http://www.dougknox.com/xp/xp_tips.html"
"Saved","","http://www.dougknox.com/_themes/copy-of-corporate/acorbul1.gif","../www.dougknox.com\_themes\copy-of-corporate\acorbul1.gif","Images","87","Thu, 28 Mar 2002 04:25:06 GMT","200 OK","2","http://www.dougknox.com/xp/tips/xp_repair_9x.htm"
"Saved","here","http://www.dougknox.com/xp/tips/read.scr","../www.dougknox.com\xp\tips\read.scr","Unknown","60","Thu, 28 Mar 2002 04:26:18 GMT","200 OK","2","http://www.dougknox.com/xp/tips/xp_repair_9x.htm"
"Saved","","http://www.dougknox.com/images/backblk.gif","../www.dougknox.com\images\backblk.gif","Images","1899","Fri, 29 Mar 2002 02:50:04 GMT","200 OK","2","http://www.dougknox.com/xp/tips/xp_repair_9x.htm"
"Saved","Windows","http://www.dougknox.com/xp/utils/xp_secconsole.zip","../www.dougknox.com\xp\utils\xp_secconsole.zip","Archive","521301","Mon, 26 Dec 2005 23:17:13 GMT","200 OK","2","http://www.dougknox.com/xp/utils/xp_securityconsole.htm"
"Parsed","Windows XP® Security Console - screen shots","http://www.dougknox.com/xp/utils/xp_seccons_scrn.htm","../www.dougknox.com\xp\utils\xp_seccons_scrn.htm","HTML","2749","Sat, 26 Nov 2005 02:16:00 GMT","200 OK","2","http://www.dougknox.com/xp/utils/xp_securityconsole.htm"
"Saved","","http://www.dougknox.com/images/seccons.png","../www.dougknox.com\images\seccons.png","Images","19284","Sun, 19 Oct 2003 22:06:38 GMT","200 OK","2","http://www.dougknox.com/xp/utils/xp_securityconsole.htm"
"Parsed","Windows XP Security Console Registration","http://www.dougknox.com/xp/xp_secconsreg.htm","../www.dougknox.com\xp\xp_secconsreg.htm","HTML","3240","Wed, 08 Feb 2006 23:54:39 GMT","200 OK","2","http://www.dougknox.com/xp/utils/xp_securityconsole.htm"
"Parsed","Add Files to &quot;Containing text&quot; Searches","http://www.dougknox.com/xp/scripts_desc/xp_fix_search.htm","../www.dougknox.com\xp\scripts_desc\xp_fix_search.htm","HTML","2938","Sat, 26 Nov 2005 02:16:53 GMT","200 OK","2","http://www.dougknox.com/xp/tips/xp_bad_search.htm"
"Parsed","Windows XP Startup Programs Tracker","http://www.dougknox.com/xp/utils/xp_starttrack.htm","../www.dougknox.com\xp\utils\xp_starttrack.htm","HTML","4114","Fri, 09 Dec 2005 01:03:29 GMT","200 OK","2","http://www.dougknox.com/xp/tips/xp_startup_programs.htm"
"Saved","disable_winlogo_key.reg","http://www.dougknox.com/xp/scripts/disable_winlogo_key.reg","../www.dougknox.com\xp\scripts\disable_winlogo_key.reg","Unknown","422","Sat, 30 Mar 2002 02:08:17 GMT","200 OK","2","http://www.dougknox.com/xp/scripts_desc/disable_win_logo_keys.htm"
"Saved","re-enable_winlogo_key.reg","http://www.dougknox.com/xp/scripts/re-enable_winlogo_key.reg","../www.dougknox.com\xp\scripts\re-enable_winlogo_key.reg","Unknown","264","Mon, 08 Apr 2002 22:35:42 GMT","200 OK","2","http://www.dougknox.com/xp/scripts_desc/disable_win_logo_keys.htm"
"Saved","xp_messenger_autorun.vbs","http://www.dougknox.com/xp/scripts/xp_messenger_autorun.vbs","../www.dougknox.com\xp\scripts\xp_messenger_autorun.vbs","Unknown","700","Mon, 18 Aug 2003 02:56:35 GMT","200 OK","2","http://www.dougknox.com/xp/scripts_desc/xp_messenger_autorun.htm"
"Saved","here","http://www.dougknox.com/xp/scripts/xp_messenger_autorun_undo.vbs","../www.dougknox.com\xp\scripts\xp_messenger_autorun_undo.vbs","Unknown","688","Mon, 18 Aug 2003 02:56:35 GMT","200 OK","2","http://www.dougknox.com/xp/scripts_desc/xp_messenger_autorun.htm"
"Parsed","Fix Windows XP Help","http://www.dougknox.com/xp/utils/xp_desktopicons.htm","../www.dougknox.com\xp\utils\xp_desktopicons.htm","HTML","2965","Sat, 04 Feb 2006 15:54:13 GMT","200 OK","2","http://www.dougknox.com/xp/tips/xp_rename_icons.htm"
"Saved","here","http://www.dougknox.com/xp/scripts/xp_run_ie_setup.vbs","../www.dougknox.com\xp\scripts\xp_run_ie_setup.vbs","Unknown","968","Sat, 30 Aug 2003 02:58:14 GMT","200 OK","2","http://www.dougknox.com/xp/tips/xp_ie_reinstall.htm"
"Saved","xp_sysrestorepoint.vbs","http://www.dougknox.com/xp/scripts/xp_sysrestorepoint.vbs","../www.dougknox.com\xp\scripts\xp_sysrestorepoint.vbs","Unknown","847","Mon, 18 Aug 2003 02:56:32 GMT","200 OK","2","http://www.dougknox.com/xp/scripts_desc/xp_sysrestorepoint.htm"
"Parsed","SysRestorePoint","http://www.dougknox.com/xp/utils/xp_sysrestorepoint.htm","../www.dougknox.com\xp\utils\xp_sysrestorepoint.htm","HTML","3256","Sat, 26 Nov 2005 02:16:00 GMT","200 OK","2","http://www.dougknox.com/xp/scripts_desc/xp_sysrestorepoint.htm"
"Saved","xp_messsenger_remove.vbs","http://www.dougknox.com/xp/scripts/xp_messenger_remove.vbs","../www.dougknox.com\xp\scripts\xp_messenger_remove.vbs","Unknown","654","Mon, 18 Aug 2003 02:56:35 GMT","200 OK","2","http://www.dougknox.com/xp/tips/xp_messenger_remove.htm"
"Saved","","http://www.dougknox.com/images/secconsole1.png","../www.dougknox.com\images\secconsole1.png","Images","19404","Mon, 20 Oct 2003 15:18:10 GMT","200 OK","3","http://www.dougknox.com/xp/utils/xp_seccons_scrn.htm"
"Saved","","http://www.dougknox.com/images/secconsole2.png","../www.dougknox.com\images\secconsole2.png","Images","17228","Mon, 20 Oct 2003 15:18:09 GMT","200 OK","3","http://www.dougknox.com/xp/utils/xp_seccons_scrn.htm"
"Saved","","http://www.dougknox.com/images/secconsole3.png","../www.dougknox.com\images\secconsole3.png","Images","17798","Mon, 20 Oct 2003 15:18:08 GMT","200 OK","3","http://www.dougknox.com/xp/utils/xp_seccons_scrn.htm"
"Saved","","http://www.dougknox.com/images/secconsole4.png","../www.dougknox.com\images\secconsole4.png","Images","19301","Mon, 20 Oct 2003 15:18:08 GMT","200 OK","3","http://www.dougknox.com/xp/utils/xp_seccons_scrn.htm"
"Saved","","http://www.dougknox.com/images/secconsole5.png","../www.dougknox.com\images\secconsole5.png","Images","16901","Wed, 22 Oct 2003 20:46:53 GMT","200 OK","3","http://www.dougknox.com/xp/utils/xp_seccons_scrn.htm"
"Saved","","http://www.dougknox.com/images/secconsole6.png","../www.dougknox.com\images\secconsole6.png","Images","19906","Wed, 29 Oct 2003 02:37:56 GMT","200 OK","3","http://www.dougknox.com/xp/utils/xp_seccons_scrn.htm"
"Saved","","http://www.dougknox.com/images/secconsole7.png","../www.dougknox.com\images\secconsole7.png","Images","18266","Sun, 26 Oct 2003 21:26:50 GMT","200 OK","3","http://www.dougknox.com/xp/utils/xp_seccons_scrn.htm"
"Saved","","http://www.dougknox.com/images/secconsole8.png","../www.dougknox.com\images\secconsole8.png","Images","19331","Sun, 26 Oct 2003 21:26:47 GMT","200 OK","3","http://www.dougknox.com/xp/utils/xp_seccons_scrn.htm"
"Saved","","http://www.dougknox.com/images/secconsole9.png","../www.dougknox.com\images\secconsole9.png","Images","16629","Mon, 20 Oct 2003 15:18:09 GMT","200 OK","3","http://www.dougknox.com/xp/utils/xp_seccons_scrn.htm"
"Saved","","http://www.dougknox.com/images/secconsole10.png","../www.dougknox.com\images\secconsole10.png","Images","16707","Mon, 20 Oct 2003 15:18:07 GMT","200 OK","3","http://www.dougknox.com/xp/utils/xp_seccons_scrn.htm"
"Parsed","Windows XP Security Console Registration","http://www.dougknox.com/xp/xp_secconsreg_home.htm","../www.dougknox.com\xp\xp_secconsreg_home.htm","HTML","7040","Wed, 12 Apr 2006 04:41:31 GMT","200 OK","3","http://www.dougknox.com/xp/xp_secconsreg.htm"
"Parsed","Windows XP Security Console Registration","http://www.dougknox.com/xp/xp_secconsreg_corp.htm","../www.dougknox.com\xp\xp_secconsreg_corp.htm","HTML","7222","Wed, 12 Apr 2006 04:42:21 GMT","200 OK","3","http://www.dougknox.com/xp/xp_secconsreg.htm"
"Saved","xp_persisthandler.vbs","http://www.dougknox.com/xp/scripts/xp_persisthandler.vbs","../www.dougknox.com\xp\scripts\xp_persisthandler.vbs","Unknown","1511","Mon, 18 Aug 2003 02:56:32 GMT","200 OK","3","http://www.dougknox.com/xp/scripts_desc/xp_fix_search.htm"
"Parsed","Enable/Disable Searching Files with unregistered extensions","http://www.dougknox.com/xp/utils/xp_filefilter.htm","../www.dougknox.com\xp\utils\xp_filefilter.htm","HTML","2800","Sat, 26 Nov 2005 02:16:11 GMT","200 OK","3","http://www.dougknox.com/xp/scripts_desc/xp_fix_search.htm"
"Saved","Windows XP Startup Tracker v3.8","http://www.dougknox.com/xp/utils/StartupTracker3.zip","../www.dougknox.com\xp\utils\StartupTracker3.zip","Archive","40094","Thu, 09 Mar 2006 13:48:54 GMT","200 OK","3","http://www.dougknox.com/xp/utils/xp_starttrack.htm"
"Saved","","http://www.dougknox.com/images/cfs_award5_125.gif","../www.dougknox.com\images\cfs_award5_125.gif","Images","6068","Fri, 09 Dec 2005 01:00:56 GMT","200 OK","3","http://www.dougknox.com/xp/utils/xp_starttrack.htm"
"Parsed","Startup Programs Tracker Registration","http://www.dougknox.com/xp/xp_starttrackreg.htm","../www.dougknox.com\xp\xp_starttrackreg.htm","HTML","4691","Tue, 07 Mar 2006 04:31:19 GMT","200 OK","3","http://www.dougknox.com/xp/utils/xp_starttrack.htm"
"Saved","XP_DesktopIconRename.exe","http://www.dougknox.com/xp/utils/XP_DesktopIconRename.zip","../www.dougknox.com\xp\utils\XP_DesktopIconRename.zip","Archive","8191","Fri, 05 Sep 2003 04:24:22 GMT","200 OK","3","http://www.dougknox.com/xp/utils/xp_desktopicons.htm"
"Saved","SysRestorePoint.zip","http://www.dougknox.com/xp/utils/SysRestorePoint.zip","../www.dougknox.com\xp\utils\SysRestorePoint.zip","Archive","3659","Sun, 10 Nov 2002 22:55:52 GMT","200 OK","3","http://www.dougknox.com/xp/utils/xp_sysrestorepoint.htm"
"Saved","SysRestorePoint_v11.zip","http://www.dougknox.com/xp/utils/SysRestorePoint_v11.zip","../www.dougknox.com\xp\utils\SysRestorePoint_v11.zip","Archive","7102","Sun, 04 Sep 2005 17:33:05 GMT","200 OK","3","http://www.dougknox.com/xp/utils/xp_sysrestorepoint.htm"
"Saved","","http://www.dougknox.com/xp/x-click-but22.gif","../www.dougknox.com\xp\x-click-but22.gif","Images","526","Thu, 30 Oct 2003 05:16:34 GMT","200 OK","4","http://www.dougknox.com/xp/xp_secconsreg_home.htm"
"Saved","","http://www.dougknox.com/images/logo_creditCards.gif","../www.dougknox.com\images\logo_creditCards.gif","Images","1536","Thu, 30 Oct 2003 13:35:44 GMT","200 OK","4","http://www.dougknox.com/xp/xp_secconsreg_home.htm"
"Saved","XP_FileFilter.exe","http://www.dougknox.com/xp/utils/XP_FileFilter.zip","../www.dougknox.com\xp\utils\XP_FileFilter.zip","Archive","9609","Sun, 04 May 2003 13:56:53 GMT","200 OK","4","http://www.dougknox.com/xp/utils/xp_filefilter.htm"
